
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000117                       # Number of seconds simulated (Second)
simTicks                                    116845500                       # Number of ticks simulated (Tick)
finalTick                                   116845500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      0.70                       # Real time elapsed on the host (Second)
hostTickRate                                167468089                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  404993584                       # Number of bytes of host memory used (Byte)
simInsts                                       162442                       # Number of instructions simulated (Count)
simOps                                         287901                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   232810                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     412614                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                           233692                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.438618                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.695112                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          309197                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      160                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         304219                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    116                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                21450                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             30008                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  88                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              187809                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.619832                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.140438                       # Number of insts issued each cycle (Count)
system.cpu.commitStats0.committedInstType::SimdShaSigma3            0      0.00%     86.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha3            0      0.00%     86.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSm4e            0      0.00%     86.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdCrc            0      0.00%     86.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdPredAlu            0      0.00%     86.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdDotProd            0      0.00%     86.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::Matrix            0      0.00%     86.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MatrixMov            0      0.00%     86.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MatrixOP            0      0.00%     86.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MemRead        25323      8.80%     94.82% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MemWrite        14245      4.95%     99.77% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMemRead          123      0.04%     99.81% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMemWrite          542      0.19%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::InstPrefetch            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideMaskLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideMaskStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStridedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStridedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdConfig            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Add            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Cmp            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Cvt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16DotProd            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16MatMultAcc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Mult            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16MultAcc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::Bf16Cvt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::System            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::total       287901                       # Class of committed instruction. (Count)
system.cpu.commitStats0.committedControl::IsControl        34182                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsDirectControl        29643                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsIndirectControl         4539                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCondControl        24011                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsUncondControl        10171                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCall         2363                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsReturn         2358                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.functionCalls            2363                       # Number of function calls committed (Count)
system.cpu.commitStats0.numCallsReturns          4721                       # Number of function calls and returns committed (Count)
system.cpu.dcache.demandHits::cpu.data          30343                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total             30343                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::cpu.data         30343                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total            30343                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::cpu.data         2897                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total            2897                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::cpu.data         2897                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total           2897                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::cpu.data    154252000                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total    154252000                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.overallMissLatency::cpu.data    154252000                       # number of overall miss ticks (Tick)
system.cpu.dcache.overallMissLatency::total    154252000                       # number of overall miss ticks (Tick)
system.cpu.dcache.demandAccesses::cpu.data        33240                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.demandAccesses::total         33240                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::cpu.data        33240                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::total        33240                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.demandMissRate::cpu.data     0.087154                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.demandMissRate::total      0.087154                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.overallMissRate::cpu.data     0.087154                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.overallMissRate::total     0.087154                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.demandAvgMissLatency::cpu.data 53245.426303                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.demandAvgMissLatency::total 53245.426303                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::cpu.data 53245.426303                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::total 53245.426303                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.blockedCycles::no_mshrs          980                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCauses::no_mshrs           25                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_wbuffers            0                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.dcache.avgBlocked::no_mshrs      39.200000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_wbuffers          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.writebacks::writebacks          162                       # number of writebacks (Count)
